parent_document_id,document_id,HaveSeenImages,accumulated_accuracy,all_accumulated_accuracy,anRepeatedItem,browser,browser_version,codeversion,condition,correct,correct_appear1,correct_appear2,correct_response,correct_response_key,current_assignmentTypesWithinList,designversion,failed_audio,failed_images,failed_video,fullscreen,height,id,id_picName,internal_node_id,is_changedfullscreen,is_chosenFinal,is_currentObjAppear1,is_finished,is_old,is_studied_appear0_initial,is_studied_appear1_initial,is_studied_appear2_initial,is_tested_appear0_initial,is_tested_appear1_initial,is_tested_appear2_initial,listNum_appear0_initial,listNum_appear1_initial,listNum_appear2_initial,listNum_infinalOrder,listNum_pickedFrom,microphone,mobile,num_CurrObjAppear,os,presPos_digit,question_order,recognition_correct,response,responsesum,rt,session_id,stimulus,stimulusConditionName_nPlusOneTrial,stimulusConditions,stimulus_id,studyPos_appear0_initial,studyPos_appear1_initial,studyPos_appear2_initial,study_id,subject_id,success,sum_currList,task,testPos_appear0_initial,testPos_appear1_initial,testPos_appear2_initial,testPos_final,time_elapsed,timeout,timepassed_mins,timestamp,trial_index,trial_type,type_code_studiedCurr,type_code_testiedCurr,type_code_testiedNext,type_comment,vsync_rate,webaudio,webcam,width
6307f3c967020d1202332b77,NjfOiYofXUpP4rOUggd2,Yes,0.8963414634146342,0.8535353535353535,,,,2.3,r,False,,,,j,T_nontarget,3,,,,,768,6307f3c967020d1202332b77,1 (2350).jpg,0.0-19.0-1.0-0.7,0,True,,1,True,,True,False,,False,False,,9,0,4,0,,,,,,,0,f,,1199,68177c12b166747e3416c165,images/1 (2350).jpg,,A,,,11,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,0,0,164,1998911,,33.32,2025-05-04 15:25:32.154000+00:00,929,image-keyboard-response,,,,"studied only, not in trial",,,,1366
6307f3c967020d1202332b77,NkbxAGHAblb7x2hlHyLk,Yes,0.8780487804878048,0.8535353535353535,,,,2.3,r,True,True,True,,j,T_target,3,,,,,768,6307f3c967020d1202332b77,1 (1749).jpg,0.0-25.0-1.0-0.47,0,True,,1,True,,True,False,,True,True,,8,9,10,0,,,,,,,1,j,,1149,68177c12b166747e3416c165,images/1 (1749).jpg,,Dn,,,20,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,24,6,492,2447415,,40.80,2025-05-04 15:25:41.018000+00:00,1257,image-keyboard-response,,,,"current target, in next trial",,,,1366
6307f3c967020d1202332b77,NkxYVxKtIVmJxPVfvtHG,Yes,0.86046511627907,0.8535353535353535,,,,2.3,r,True,,,,f,F,3,,,,,768,6307f3c967020d1202332b77,1 (1308).jpg,0.0-16.0-1.0-0.42,0,True,,1,False,,False,False,,False,False,,0,0,1,5,,,1,,,,1,f,,1016,68177c12b166747e3416c165,images/1 (1308).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,0,0,43,1868976,,31.16,2025-05-04 15:25:32.154000+00:00,808,image-keyboard-response,,,,final Foil,,,,1366
6307f3c967020d1202332b77,NprwODlWfrIdBIsAhXCW,Yes,0.8813186813186812,0.8535353535353535,,,,2.3,r,True,,,,f,F,3,,,,,768,6307f3c967020d1202332b77,1 (273).jpg,0.0-25.0-1.0-0.10,0,True,,1,False,,False,False,,False,False,,0,0,10,4,,,1,,,,1,f,,1317,68177c12b166747e3416c165,images/1 (273).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,0,0,455,2395599,,39.93,2025-05-04 15:25:41.018000+00:00,1220,image-keyboard-response,,,,final Foil,,,,1366
6307f3c967020d1202332b77,Nwdp744UJMCVTzwIHmYf,Yes,,0.8535353535353535,True,,,2.3,r,,,,,,T_target,3,,,,,768,6307f3c967020d1202332b77,1 (178).jpg,0.0-8.0-2.0-0.18,0,False,True,1,,True,True,False,True,True,True,4,4,5,,0,,,1,,,,,,,,68177c12b166747e3416c165,images/1 (178).jpg,Dn+1,Dn,,19,19,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initial_study,29,29,28,0,741335,,12.36,2025-05-04 15:25:22.473000+00:00,253,image-keyboard-response,1,1,1,"current target, in next trial",,,,1366
6307f3c967020d1202332b77,O2h0v3UFVMnEnFA1YoBf,Yes,,0.8535353535353535,False,,,2.3,r,,,,,,T_target,3,,,,,768,6307f3c967020d1202332b77,1 (1598).jpg,0.0-9.0-2.0-0.16,0,True,True,1,,True,True,False,True,True,False,5,5,0,7,0,,,1,,,,,,,,68177c12b166747e3416c165,images/1 (1598).jpg,B,B,,17,17,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initial_study,14,14,0,324,878236,,14.64,2025-05-04 15:25:22.473000+00:00,327,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
6307f3c967020d1202332b77,OBf6KFUAEcJoYowx7nNk,Yes,,0.8535353535353535,False,,,2.3,r,,,,,,T_nontarget,3,,,,,768,6307f3c967020d1202332b77,1 (712).jpg,0.0-8.0-2.0-0.10,0,True,True,1,,True,True,False,False,False,False,4,4,0,4,0,,,1,,,,,,,,68177c12b166747e3416c165,images/1 (712).jpg,A,A,,11,11,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initial_study,0,0,0,160,724402,,12.08,2025-05-04 15:25:22.473000+00:00,245,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1366
6307f3c967020d1202332b77,OImiBszPRqHxzpNvgPHZ,Yes,0.8839050131926119,0.8535353535353535,,,,2.3,r,True,,,,f,F,3,,,,,768,6307f3c967020d1202332b77,1 (670).jpg,0.0-23.0-1.0-0.30,0,True,,1,False,,False,False,,False,False,,0,0,8,0,,,1,,,,1,f,,1347,68177c12b166747e3416c165,images/1 (670).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,0,0,379,2282465,,38.05,2025-05-04 15:25:41.018000+00:00,1144,image-keyboard-response,,,,final Foil,,,,1366
6307f3c967020d1202332b77,OOxRaNr305iuT1LcCp3p,Yes,,0.8535353535353535,False,,,2.3,r,,,,,,T_nontarget,3,,,,,768,6307f3c967020d1202332b77,1 (1609).jpg,0.0-7.0-2.0-0.7,0,False,True,1,,True,True,False,False,False,False,3,3,0,,0,,,1,,,,,,,,68177c12b166747e3416c165,images/1 (1609).jpg,A,A,,8,8,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initial_study,0,0,0,0,573734,,9.57,2025-05-04 15:25:22.473000+00:00,166,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1366
6307f3c967020d1202332b77,OP5Pr2oJbuulfo6IcicK,Yes,,0.8535353535353535,False,,,2.3,r,,,,,,T_nontarget,3,,,,,768,6307f3c967020d1202332b77,1 (1565).jpg,0.0-5.0-2.0-0.29,0,True,True,1,,True,True,False,False,False,False,1,1,0,4,0,,,1,,,,,,,,68177c12b166747e3416c165,images/1 (1565).jpg,A,A,,30,30,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initial_study,0,0,0,185,285747,,4.77,2025-05-04 15:25:22.473000+00:00,36,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1366
6307f3c967020d1202332b77,OPZMWPj1WLXinvu7nRfU,Yes,1,0.8535353535353535,True,,,2.3,r,True,,True,,f,T_foil,3,,,,,768,6307f3c967020d1202332b77,1 (146).jpg,0.0-10.0-10.0-0.2,0,True,False,1,False,False,True,False,True,False,True,6,5,6,,0,,,2,,,,1,f,,1266,68177c12b166747e3416c165,images/1 (146).jpg,Cn,Cn,,0,16,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initialTest_response,3,0,3,402,1094767,,18.25,2025-05-04 15:25:22.473000+00:00,433,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,1366
6307f3c967020d1202332b77,OTCFTsKkpVKhAE6UrYdW,Yes,0.9097222222222222,0.8535353535353535,,,,2.3,r,True,,,,f,F,3,,,,,768,6307f3c967020d1202332b77,1 (440).jpg,0.0-18.0-1.0-0.35,0,True,,1,False,,False,False,,False,False,,0,0,3,8,,,1,,,,1,f,,2177,68177c12b166747e3416c165,images/1 (440).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,0,0,144,1975224,,32.93,2025-05-04 15:25:32.154000+00:00,909,image-keyboard-response,,,,final Foil,,,,1366
6307f3c967020d1202332b77,OTcIvTqwA0iKFGPyJ2eq,Yes,,0.8535353535353535,False,,,2.3,r,,,,,,T_nontarget,3,,,,,768,6307f3c967020d1202332b77,1 (1322).jpg,0.0-11.0-2.0-0.16,0,True,True,1,,True,True,False,False,False,False,7,7,0,6,0,,,1,,,,,,,,68177c12b166747e3416c165,images/1 (1322).jpg,A,A,,17,17,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initial_study,0,0,0,262,1174806,,19.59,2025-05-04 15:25:22.473000+00:00,479,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1366
6307f3c967020d1202332b77,OTgWeq9ST5Ywjd99Zgrh,Yes,,0.8535353535353535,,,,2.3,r,,,,,,,3,[],[],[],,641,6307f3c967020d1202332b77,,0.0-0.0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,68177c12b166747e3416c165,,,,,,,,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,True,,,,,,,6820,False,0.12,2025-05-04 15:25:22.473000+00:00,0,preload,,,,,,,,1366
6307f3c967020d1202332b77,OV3J6Qajjxz4lNItbQaC,Yes,0.875,0.8535353535353535,True,,,2.3,r,True,True,True,,j,T_target,3,,,,,768,6307f3c967020d1202332b77,1 (2307).jpg,0.0-7.0-10.0-0.7,0,True,True,1,False,True,True,False,True,True,True,3,3,4,,0,,,1,,,,1,j,,1008,68177c12b166747e3416c165,images/1 (2307).jpg,Dn+1,Dn,,14,14,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initialTest_response,8,8,8,340,668421,,11.15,2025-05-04 15:25:22.473000+00:00,210,image-keyboard-response,1,1,1,"current target, in next trial",,,,1366
6307f3c967020d1202332b77,OVPGEVxPW0ZIrbZxhHW7,Yes,0.9230769230769231,0.8535353535353535,,,,2.3,r,True,,,,f,F,3,,,,,768,6307f3c967020d1202332b77,1 (986).jpg,0.0-16.0-1.0-0.12,0,True,,1,False,,False,False,,False,False,,0,0,1,3,,,1,,,,1,f,,1077,68177c12b166747e3416c165,images/1 (986).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,0,0,13,1831238,,30.53,2025-05-04 15:25:32.154000+00:00,778,image-keyboard-response,,,,final Foil,,,,1366
6307f3c967020d1202332b77,OWjzPekAEnyyoQwlZmdI,Yes,,0.8535353535353535,False,,,2.3,r,,,,,,T_target,3,,,,,768,6307f3c967020d1202332b77,1 (2340).jpg,0.0-6.0-2.0-0.29,0,True,True,1,,True,True,False,True,True,False,2,2,0,10,0,,,1,,,,,,,,68177c12b166747e3416c165,images/1 (2340).jpg,B,B,,30,30,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initial_study,12,12,0,462,472532,,7.88,2025-05-04 15:25:22.473000+00:00,112,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
6307f3c967020d1202332b77,OaqSgSB0Ow37Pjr0anhW,Yes,0.75,0.8535353535353535,True,,,2.3,r,True,True,True,,j,T_target,3,,,,,768,6307f3c967020d1202332b77,1 (97).jpg,0.0-7.0-10.0-0.3,0,False,True,1,False,True,True,False,True,True,True,3,3,4,,0,,,1,,,,1,j,,896,68177c12b166747e3416c165,images/1 (97).jpg,Dn+1,Dn,,5,5,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initialTest_response,4,4,2,0,662575,,11.05,2025-05-04 15:25:22.473000+00:00,206,image-keyboard-response,1,1,1,"current target, in next trial",,,,1366
6307f3c967020d1202332b77,Ob1MyRdBSTmpFECxTUFd,Yes,,0.8535353535353535,,,,2.3,r,,,,,,,3,,,,,641,6307f3c967020d1202332b77,,0.0-3.0,0,,,1,,,,,,,,,,,,,,,,,,[0],,"{'consent': ""I have read and understand this information and agree to join this study. <p style='text-align: left'> Clicking to confirm, then press 'enter' to continue.</p>""}",,97959,68177c12b166747e3416c165,,,,,,,,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,,,,,,114457,,1.91,2025-05-04 15:25:22.473000+00:00,3,survey-multi-choice,,,,,,,,1366
6307f3c967020d1202332b77,Oc4Lorw0FlQ8mlhwjPZI,Yes,0.8832116788321169,0.8535353535353535,,,,2.3,r,True,,,,f,F,3,,,,,768,6307f3c967020d1202332b77,1 (311).jpg,0.0-21.0-1.0-0.21,0,True,,1,False,,False,False,,False,False,,0,0,6,0,,,1,,,,1,f,,1653,68177c12b166747e3416c165,images/1 (311).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,0,0,274,2140768,,35.69,2025-05-04 15:25:41.018000+00:00,1039,image-keyboard-response,,,,final Foil,,,,1366
6307f3c967020d1202332b77,OiDx89BbznfxZR2IOVbF,Yes,,0.8535353535353535,,,,2.3,r,,,,,,,3,,,,,768,6307f3c967020d1202332b77,,0.0-6.0-4.0-0.0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,68177c12b166747e3416c165,"<div style=""font-size:60px;"">+</div>",,,,,,,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,fixation,,,,,475764,,7.94,2025-05-04 15:25:22.473000+00:00,114,html-keyboard-response,,,,,,,,1366
6307f3c967020d1202332b77,OkZWEekDRKJ1GohpXVIi,Yes,0.7777777777777778,0.8535353535353535,False,,,2.3,r,False,False,,,j,T_target,3,,,,,768,6307f3c967020d1202332b77,1 (1191).jpg,0.0-10.0-10.0-0.8,0,True,True,1,False,True,True,False,True,True,False,6,6,False,,0,,,1,,,,0,f,,1276,68177c12b166747e3416c165,images/1 (1191).jpg,B,B,,7,7,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initialTest_response,9,9,0,491,1103061,,18.39,2025-05-04 15:25:22.473000+00:00,439,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
6307f3c967020d1202332b77,P13s9YcUzjvHqwc3U0vR,Yes,1,0.8535353535353535,False,,,2.3,r,True,True,,,j,T_target,3,,,,,768,6307f3c967020d1202332b77,1 (1675).jpg,0.0-6.0-10.0-0.4,0,False,True,1,False,True,True,False,True,True,False,2,2,False,,0,,,1,,,,1,j,,966,68177c12b166747e3416c165,images/1 (1675).jpg,B,B,,11,11,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initialTest_response,5,5,0,0,518894,,8.66,2025-05-04 15:25:22.473000+00:00,131,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
6307f3c967020d1202332b77,P5REg3pu0ZomevwurIYT,Yes,0.8872180451127819,0.8535353535353535,,,,2.3,r,True,,,,j,T_nontarget,3,,,,,768,6307f3c967020d1202332b77,1 (1934).jpg,0.0-21.0-1.0-0.13,0,True,,1,True,,True,False,,False,False,,1,0,6,0,,,,,,,1,j,,960,68177c12b166747e3416c165,images/1 (1934).jpg,,A,,,2,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,0,0,266,2129301,,35.50,2025-05-04 15:25:41.018000+00:00,1031,image-keyboard-response,,,,"studied only, not in trial",,,,1366
6307f3c967020d1202332b77,PGwf5H21uBZMtsoaTYAo,Yes,0.885085574572127,0.8535353535353535,,,,2.3,r,True,,,,j,T_nontarget,3,,,,,768,6307f3c967020d1202332b77,1 (2303).jpg,0.0-24.0-1.0-0.12,0,True,,1,True,,True,False,,False,False,,3,0,9,0,,,,,,,1,j,,1368,68177c12b166747e3416c165,images/1 (2303).jpg,,A,,,7,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,0,0,409,2323334,,38.73,2025-05-04 15:25:41.018000+00:00,1174,image-keyboard-response,,,,"studied only, not in trial",,,,1366
6307f3c967020d1202332b77,PHjPkpOsuhZqGCAxKz1Q,Yes,,0.8535353535353535,True,,,2.3,r,,,,,,T_nontarget,3,,,,,768,6307f3c967020d1202332b77,1 (1702).jpg,0.0-10.0-2.0-0.9,0,True,True,1,,True,True,False,False,False,True,6,6,7,2,0,,,1,,,,,,,,68177c12b166747e3416c165,images/1 (1702).jpg,Cn+1,Cn,,10,10,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initial_study,0,0,14,85,1011305,,16.86,2025-05-04 15:25:22.473000+00:00,396,image-keyboard-response,1,0,1,"studied only, in next trial",,,,1366
6307f3c967020d1202332b77,PP7e9i0JmR8isqIDuVtC,Yes,0.8910891089108909,0.8535353535353535,,,,2.3,r,True,,,,j,T_target,3,,,,,768,6307f3c967020d1202332b77,1 (2287).jpg,0.0-22.0-1.0-0.2,0,True,,1,True,,True,False,,True,False,,10,0,7,0,,,,,,,1,j,,1110,68177c12b166747e3416c165,images/1 (2287).jpg,,B,,,9,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,30,0,303,2178774,,36.32,2025-05-04 15:25:41.018000+00:00,1068,image-keyboard-response,,,,"current target, not in next trial",,,,1366
6307f3c967020d1202332b77,PXL0ObwOKzVhSYUf4PfQ,Yes,0.8896321070234112,0.8535353535353535,,,,2.3,r,True,,,,f,F,3,,,,,768,6307f3c967020d1202332b77,1 (728).jpg,0.0-21.0-1.0-0.46,0,True,,1,False,,False,False,,False,False,,0,0,6,7,,,1,,,,1,f,,1042,68177c12b166747e3416c165,images/1 (728).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,0,0,299,2173457,,36.23,2025-05-04 15:25:41.018000+00:00,1064,image-keyboard-response,,,,final Foil,,,,1366
6307f3c967020d1202332b77,PhNN5nBMcDRre8zdx7Zj,Yes,0.9102564102564102,0.8535353535353535,,,,2.3,r,True,,,,f,F,3,,,,,768,6307f3c967020d1202332b77,1 (2204).jpg,0.0-17.0-1.0-0.17,0,True,,1,False,,False,False,,False,False,,0,0,2,0,,,1,,,,1,f,,894,68177c12b166747e3416c165,images/1 (2204).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,0,0,78,1906886,,31.79,2025-05-04 15:25:32.154000+00:00,843,image-keyboard-response,,,,final Foil,,,,1366
6307f3c967020d1202332b77,Pmowt5NQdYZeSbxPbxzS,Yes,0.8571428571428571,0.8535353535353535,False,,,2.3,r,True,True,,,f,T_foil,3,,,,,768,6307f3c967020d1202332b77,1 (2006).jpg,0.0-11.0-10.0-0.6,0,False,True,1,False,False,False,False,True,True,False,7,7,False,,0,,,1,,,,1,f,,1145,68177c12b166747e3416c165,images/1 (2006).jpg,Fn+1,Fn,,0,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initialTest_response,7,7,0,0,1251130,,20.86,2025-05-04 15:25:32.154000+00:00,513,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,1366
6307f3c967020d1202332b77,PnFfVKuTd6FLP4axTe0h,Yes,0,0.8535353535353535,False,,,2.3,r,False,False,,,j,T_target,3,,,,,768,6307f3c967020d1202332b77,1 (2210).jpg,0.0-5.0-10.0-0.1,0,True,True,1,False,True,True,False,True,True,False,1,1,False,,0,,,1,,,,0,,,,68177c12b166747e3416c165,images/1 (2210).jpg,B,B,,26,26,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initialTest_response,2,2,0,165,330830,,5.52,2025-05-04 15:25:22.473000+00:00,52,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
6307f3c967020d1202332b77,Po0vz9jLOsmia1jQvdNP,Yes,0.882793017456359,0.8535353535353535,,,,2.3,r,True,True,,,j,T_target,3,,,,,768,6307f3c967020d1202332b77,1 (19).jpg,0.0-24.0-1.0-0.4,0,True,,1,True,,True,False,,True,False,,10,0,9,0,,,,,,,1,j,,1076,68177c12b166747e3416c165,images/1 (19).jpg,,Dn,,,1,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,21,0,401,2311940,,38.54,2025-05-04 15:25:41.018000+00:00,1166,image-keyboard-response,,,,"current target, in next trial",,,,1366
6307f3c967020d1202332b77,PzbGPMM9o659Pbyj9D0A,Yes,0.8796498905908096,0.8535353535353535,,,,2.3,r,True,,,,f,F,3,,,,,768,6307f3c967020d1202332b77,1 (520).jpg,0.0-25.0-1.0-0.12,0,True,,1,False,,False,False,,False,False,,0,0,10,10,,,1,,,,1,f,,1343,68177c12b166747e3416c165,images/1 (520).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,0,0,457,2398509,,39.98,2025-05-04 15:25:41.018000+00:00,1222,image-keyboard-response,,,,final Foil,,,,1366
6307f3c967020d1202332b77,Q7xwil49vEaLmH2SoXQM,Yes,0.7931034482758621,0.8535353535353535,True,,,2.3,r,True,True,True,,f,T_foil,3,,,,,768,6307f3c967020d1202332b77,1 (1990).jpg,0.0-9.0-10.0-0.28,0,True,False,1,False,False,False,False,True,False,True,5,4,5,,0,,,2,,,,1,f,,1419,68177c12b166747e3416c165,images/1 (1990).jpg,Fnn,Fnn,,0,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initialTest_response,29,0,29,197,981352,,16.36,2025-05-04 15:25:22.473000+00:00,383,image-keyboard-response,0,1,1,"tested only, in next trial, from last trial",,,,1366
6307f3c967020d1202332b77,QCgbGgtoPJuKJ3soVMk2,Yes,0.8333333333333334,0.8535353535353535,True,,,2.3,r,False,,False,,f,T_foil,3,,,,,768,6307f3c967020d1202332b77,1 (2371).jpg,0.0-11.0-10.0-0.5,0,False,False,1,False,False,True,False,True,False,True,7,6,7,,0,,,2,,,,0,j,,1614,68177c12b166747e3416c165,images/1 (2371).jpg,Cn,Cn,,0,21,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initialTest_response,6,0,6,0,1249867,,20.84,2025-05-04 15:25:32.154000+00:00,512,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,1366
6307f3c967020d1202332b77,QDXrNyoiY7Znaui3N1I8,Yes,0.8571428571428573,0.8535353535353535,,,,2.3,r,True,,,,f,F,3,,,,,768,6307f3c967020d1202332b77,1 (1778).jpg,0.0-16.0-1.0-0.41,0,True,,1,False,,False,False,,False,False,,0,0,1,3,,,1,,,,1,f,,930,68177c12b166747e3416c165,images/1 (1778).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,0,0,42,1867840,,31.14,2025-05-04 15:25:32.154000+00:00,807,image-keyboard-response,,,,final Foil,,,,1366
6307f3c967020d1202332b77,QFsebiTp5eAX0bILX3lZ,Yes,0.8920454545454546,0.8535353535353535,,,,2.3,r,False,,,,j,T_foil,3,,,,,768,6307f3c967020d1202332b77,1 (2043).jpg,0.0-19.0-1.0-0.19,0,True,,1,True,,False,False,,True,False,,1,False,4,1,,,,,,,0,f,,1942,68177c12b166747e3416c165,images/1 (2043).jpg,,Fn,,,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,finalTest,,7,0,176,2014336,,33.58,2025-05-04 15:25:32.154000+00:00,941,image-keyboard-response,,,,"tested only, not in next trial",,,,1366
6307f3c967020d1202332b77,QHDxsTWkVjTINsfEIW8L,Yes,0.8695652173913043,0.8535353535353535,True,,,2.3,r,True,True,True,,j,T_target,3,,,,,768,6307f3c967020d1202332b77,1 (918).jpg,0.0-8.0-10.0-0.22,0,True,True,1,False,True,True,False,True,True,True,4,4,5,,0,,,1,,,,1,j,,1005,68177c12b166747e3416c165,images/1 (918).jpg,Dn+1,Dn,,1,1,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initialTest_response,23,23,16,16,829820,,13.84,2025-05-04 15:25:22.473000+00:00,301,image-keyboard-response,1,1,1,"current target, in next trial",,,,1366
6307f3c967020d1202332b77,QMFbFeJ639v9jWUPoBS2,Yes,0.7857142857142857,0.8535353535353535,True,,,2.3,r,True,True,True,,f,T_foil,3,,,,,768,6307f3c967020d1202332b77,1 (1676).jpg,0.0-6.0-10.0-0.27,0,True,False,1,False,False,True,False,True,True,True,2,1,2,,0,,,2,,,,1,f,,1202,68177c12b166747e3416c165,images/1 (1676).jpg,Dn,Dn,,0,27,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initialTest_response,28,27,28,482,548465,,9.15,2025-05-04 15:25:22.473000+00:00,154,image-keyboard-response,1,1,1,"current target, in next trial, from last trial",,,,1366
6307f3c967020d1202332b77,QQY6eQitPrjwHFhI7fBa,Yes,0.8260869565217391,0.8535353535353535,False,,,2.3,r,True,True,,,j,T_target,3,,,,,768,6307f3c967020d1202332b77,1 (2346).jpg,0.0-6.0-10.0-0.22,0,True,True,1,False,True,True,False,True,True,False,2,2,False,,0,,,1,,,,1,j,,946,68177c12b166747e3416c165,images/1 (2346).jpg,B,B,,17,17,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initialTest_response,23,23,0,386,542323,,9.05,2025-05-04 15:25:22.473000+00:00,149,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
6307f3c967020d1202332b77,QSobg8NoShVQWy94Q1l5,Yes,,0.8535353535353535,,,,2.3,r,,,,,,,3,,,,,768,6307f3c967020d1202332b77,,0.0-11.0-5.0-0.2,0,,,1,,,,,,,,7,,,,,,,,,3,,,,,,68177c12b166747e3416c165,6,,,6,,,,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,51,digitPresentation,,,,,1213658,,20.23,2025-05-04 15:25:22.473000+00:00,497,html-keyboard-response,,,,,,,,1366
6307f3c967020d1202332b77,QUBNNBS49MTJ4Gqn05Zo,Yes,0.8076923076923077,0.8535353535353535,False,,,2.3,r,True,True,,,f,T_foil,3,,,,,768,6307f3c967020d1202332b77,1 (28).jpg,0.0-5.0-10.0-0.25,0,True,True,1,False,False,False,False,True,True,False,1,1,False,7,0,,,1,,,,1,f,,875,68177c12b166747e3416c165,images/1 (28).jpg,Fn+1,Fn,,0,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initialTest_response,26,26,0,319,364984,,6.09,2025-05-04 15:25:22.473000+00:00,76,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,1366
6307f3c967020d1202332b77,QWur649FK7w6NUV6MG8r,Yes,0.42857142857142855,0.8535353535353535,False,,,2.3,r,False,False,,,f,T_foil,3,,,,,768,6307f3c967020d1202332b77,1 (2043).jpg,0.0-5.0-10.0-0.6,0,True,True,1,False,False,False,False,True,True,False,1,1,False,4,0,,,1,,,,0,j,,1645,68177c12b166747e3416c165,images/1 (2043).jpg,Fn+1,Fn,,0,0,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initialTest_response,7,7,0,176,344037,,5.74,2025-05-04 15:25:22.473000+00:00,57,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,1366
6307f3c967020d1202332b77,QX6EDUkngIpXIgpcznfP,Yes,,0.8535353535353535,False,,,2.3,r,,,,,,T_target,3,,,,,768,6307f3c967020d1202332b77,1 (195).jpg,0.0-7.0-2.0-0.3,0,False,True,1,,True,True,False,True,True,False,3,3,0,,0,,,1,,,,,,,,68177c12b166747e3416c165,images/1 (195).jpg,B,B,,4,4,0,6814acf7a2b0960317ac048d,6307f3c967020d1202332b77,,,initial_study,9,9,0,0,565249,,9.43,2025-05-04 15:25:22.473000+00:00,162,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
