parent_document_id,document_id,HaveSeenImages,accumulated_accuracy,all_accumulated_accuracy,anRepeatedItem,browser,browser_version,codeversion,condition,correct,correct_appear1,correct_appear2,correct_response,correct_response_key,current_assignmentTypesWithinList,designversion,fullscreen,height,id,id_picName,internal_node_id,is_changedfullscreen,is_chosenFinal,is_currentObjAppear1,is_finished,is_old,is_studied_appear0_initial,is_studied_appear1_initial,is_studied_appear2_initial,is_tested_appear0_initial,is_tested_appear1_initial,is_tested_appear2_initial,listNum_appear0_initial,listNum_appear1_initial,listNum_appear2_initial,listNum_infinalOrder,listNum_pickedFrom,microphone,mobile,num_CurrObjAppear,os,presPos_digit,question_order,recognition_correct,response,responsesum,rt,session_id,stimulus,stimulusConditionName_nPlusOneTrial,stimulusConditions,stimulus_id,studyPos_appear0_initial,studyPos_appear1_initial,studyPos_appear2_initial,study_id,subject_id,success,sum_currList,task,testPos_appear0_initial,testPos_appear1_initial,testPos_appear2_initial,testPos_final,time_elapsed,timepassed_mins,trial_index,trial_type,type_code_studiedCurr,type_code_testiedCurr,type_code_testiedNext,type_comment,vsync_rate,webaudio,webcam,width
dte,KGI7KSVepgkKmrQnNs3P,,0,,,,,2,r,False,,,,j,T_target,3,,1306,dte,1 (409).jpg,0.0-24.0-1.0-0.47,1,True,,0,True,,True,False,,True,False,,8,0,9,0,,,,,,,0,,,,,images/1 (409).jpg,,B,,,5,0,,dte,,,finalTest,,23,0,444,29988,0.50,1209,image-keyboard-response,,,,"current target, not in next trial",,,,885
dte,KLFlCZTGHlOcYMFr9Z8j,,,,False,,,2,r,,,,,,T_target,3,,1306,dte,1 (77).jpg,0.0-13.0-2.0-0.8,1,False,True,0,,True,True,False,True,True,False,9,9,0,,0,,,1,,,,,,,,,images/1 (77).jpg,B,B,,9,9,0,,dte,,,initial_study,13,13,0,0,22282,0.37,623,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,KM3WXmQIvyJPfqPme9U1,,0,,,,,2,r,False,False,False,,j,T_foil,3,,1306,dte,1 (635).jpg,0.0-25.0-1.0-0.45,1,True,,0,True,,False,False,,True,False,,9,0,10,9,,,,,,,0,,,,,images/1 (635).jpg,,Fnn,,,0,0,,dte,,,finalTest,,14,0,490,30530,0.51,1255,image-keyboard-response,,,,"tested only, in next trial",,,,885
dte,KPfHZuwcDS84wSQ0bhaA,,0,,False,,,2,r,False,False,,,f,T_foil,3,,1306,dte,1 (1886).jpg,0.0-5.0-10.0-0.28,1,True,True,0,False,False,False,False,True,True,False,1,1,False,3,0,,,1,,,,0,,,,,images/1 (1886).jpg,Fn+1,Fn,,0,0,0,,dte,,,initialTest_response,29,29,0,140,13571,0.23,79,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,1395
dte,KQC6QUr9qTkcmJUlgTQm,,0,,,,,2,r,False,,,,j,T_nontarget,3,,1306,dte,1 (861).jpg,0.0-21.0-1.0-0.37,1,True,,0,True,,True,False,,False,False,,5,0,6,0,,,,,,,0,,,,,images/1 (861).jpg,,A,,,27,0,,dte,,,finalTest,,0,0,290,28084,0.47,1055,image-keyboard-response,,,,"studied only, not in trial",,,,885
dte,KXYOxvevCiGqBaec7zpu,,0,,True,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (1470).jpg,0.0-10.0-10.0-0.1,1,False,True,0,False,True,True,False,True,True,True,6,6,7,,0,,,1,,,,0,,,,,images/1 (1470).jpg,Dn+1,Dn,,27,27,0,,dte,,,initialTest_response,2,2,28,0,18969,0.32,432,image-keyboard-response,1,1,1,"current target, in next trial",,,,885
dte,KdeQhY9BHuXErjz5IvYw,,0,,,,,2,r,False,,False,,j,T_nontarget,3,,1306,dte,1 (208).jpg,0.0-22.0-1.0-0.40,1,True,,0,True,,True,False,,False,True,,7,8,7,0,,,,,,,0,,,,,images/1 (208).jpg,,Cn,,,9,0,,dte,,,finalTest,,0,18,341,28728,0.48,1106,image-keyboard-response,,,,"studied only, in next trial",,,,885
dte,KdnXw7IKm5GjNuNFYTLf,,0,,True,,,2,r,False,,False,,f,T_foil,3,,1306,dte,1 (59).jpg,0.0-9.0-10.0-0.0,1,True,False,0,False,False,True,False,True,False,True,5,4,5,,0,,,2,,,,0,,,,,images/1 (59).jpg,Cn,Cn,,0,10,0,,dte,,,initialTest_response,1,0,1,349,17733,0.30,355,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,885
dte,KeH1uz0wediWKea2nGdy,,0,,False,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (286).jpg,0.0-11.0-10.0-0.12,1,False,True,0,False,True,True,False,True,True,False,7,7,False,,0,,,1,,,,0,,,,,images/1 (286).jpg,B,B,,20,20,0,,dte,,,initialTest_response,13,13,0,0,20433,0.34,519,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,KhIgfnYKhpETEs1vcEet,,,,False,,,2,r,,,,,,T_target,3,,1306,dte,1 (2395).jpg,0.0-6.0-2.0-0.17,1,True,True,0,,True,True,False,True,True,False,2,2,0,5,0,,,1,,,,,,,,,images/1 (2395).jpg,B,B,,18,18,0,,dte,,,initial_study,6,6,0,242,13835,0.23,100,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1395
dte,KkZKGKfnY1V26Uavs36z,,0,,,,,2,r,False,,False,,j,T_nontarget,3,,1306,dte,1 (2140).jpg,0.0-21.0-1.0-0.18,1,True,,0,True,,True,False,,False,False,,9,0,6,0,,,,,,,0,,,,,images/1 (2140).jpg,,Cn,,,14,0,,dte,,,finalTest,,0,0,271,27850,0.47,1036,image-keyboard-response,,,,"studied only, in next trial",,,,885
dte,KqJMH490yux9Xw3iXHos,,,,True,,,2,r,,,,,,T_nontarget,3,,1306,dte,1 (509).jpg,0.0-8.0-2.0-0.2,1,False,True,0,,True,True,False,False,False,True,4,4,5,,0,,,1,,,,,,,,,images/1 (509).jpg,Cn+1,Cn,,3,3,0,,dte,,,initial_study,0,0,3,0,16045,0.27,237,image-keyboard-response,1,0,1,"studied only, in next trial",,,,885
dte,KrRDzIMzkP5Qgy2AulST,,0,,,,,2,r,False,,,,j,T_target,3,,1306,dte,1 (133).jpg,0.0-22.0-1.0-0.30,1,True,,0,True,,True,False,,True,False,,1,0,7,0,,,,,,,0,,,,,images/1 (133).jpg,,B,,,9,0,,dte,,,finalTest,,24,0,331,28585,0.48,1096,image-keyboard-response,,,,"current target, not in next trial",,,,885
dte,KsORkv9OD5VPcEjfqLzz,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (86).jpg,0.0-17.0-1.0-0.23,1,True,,0,False,,False,False,,False,False,,0,0,2,9,,,1,,,,0,,,,,images/1 (86).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,84,25610,0.43,849,image-keyboard-response,,,,final Foil,,,,885
dte,Kxzsu2kiaYQ1NYTyjnL3,,0,,True,,,2,r,False,False,False,,f,T_foil,3,,1306,dte,1 (1459).jpg,0.0-7.0-10.0-0.2,1,False,False,0,False,False,False,False,True,False,True,3,2,3,,0,,,2,,,,0,,,,,images/1 (1459).jpg,Fnn,Fnn,,0,0,0,,dte,,,initialTest_response,3,0,3,0,15377,0.26,205,image-keyboard-response,0,1,1,"tested only, in next trial, from last trial",,,,885
dte,L8WGC0XJ4OgMLYyJYWYV,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (466).jpg,0.0-22.0-1.0-0.19,1,True,,0,False,,False,False,,False,False,,0,0,7,0,,,1,,,,0,,,,,images/1 (466).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,320,28457,0.48,1085,image-keyboard-response,,,,final Foil,,,,885
dte,L936YOSz6cIbUHlZJims,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (1368).jpg,0.0-19.0-1.0-0.24,1,True,,0,False,,False,False,,False,False,,0,0,4,9,,,1,,,,0,,,,,images/1 (1368).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,181,26772,0.45,946,image-keyboard-response,,,,final Foil,,,,885
dte,LB5DeIi84bM41knKuk6g,,,,,,,2,r,,,,,,,3,,1306,dte,,0.0-12.0-5.0-0.7,1,,,0,,,,,,,,8,,,,,,,,,8,,,,,,,5,,,5,,,,,dte,,47,digitPresentation,,,,,21305,0.36,578,html-keyboard-response,,,,,,,,885
dte,LEZjZIdUtEJNrHnD9mm0,,,,False,,,2,r,,,,,,T_nontarget,3,,1306,dte,1 (1933).jpg,0.0-10.0-2.0-0.24,1,True,True,0,,True,True,False,False,False,False,6,6,0,5,0,,,1,,,,,,,,,images/1 (1933).jpg,A,A,,25,25,0,,dte,,,initial_study,0,0,0,205,18725,0.31,411,image-keyboard-response,1,0,0,"studied only, not in trial",,,,885
dte,LQIZXJbkGjLtWArERz4q,,,,False,,,2,r,,,,,,T_nontarget,3,,1306,dte,1 (928).jpg,0.0-13.0-2.0-0.7,1,False,True,0,,True,True,False,False,False,False,9,9,0,,0,,,1,,,,,,,,,images/1 (928).jpg,A,A,,8,8,0,,dte,,,initial_study,0,0,0,0,22271,0.37,622,image-keyboard-response,1,0,0,"studied only, not in trial",,,,885
dte,LZcllT0fvReTIhMWzhdQ,,0,,True,,,2,r,False,False,False,,f,T_foil,3,,1306,dte,1 (1939).jpg,0.0-9.0-10.0-0.26,1,False,False,0,False,False,False,False,True,False,True,5,4,5,,0,,,2,,,,0,,,,,images/1 (1939).jpg,Fnn,Fnn,,0,0,0,,dte,,,initialTest_response,27,0,27,0,18320,0.31,381,image-keyboard-response,0,1,1,"tested only, in next trial, from last trial",,,,885
dte,LbSZh7uKybo8Aduq1uO8,,0,,,,,2,r,False,,,,j,T_target,3,,1306,dte,1 (1794).jpg,0.0-21.0-1.0-0.2,1,True,,0,True,,True,False,,True,False,,6,0,6,0,,,,,,,0,,,,,images/1 (1794).jpg,,B,,,12,0,,dte,,,finalTest,,17,0,255,27664,0.46,1020,image-keyboard-response,,,,"current target, not in next trial",,,,885
dte,LdHJM0fYrb8mSd7HZg4y,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (575).jpg,0.0-25.0-1.0-0.11,1,True,,0,False,,False,False,,False,False,,0,0,10,6,,,1,,,,0,,,,,images/1 (575).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,456,30130,0.50,1221,image-keyboard-response,,,,final Foil,,,,885
dte,LeqPQ7rlKxTuqgHHlBxr,,0,,True,,,2,r,False,False,,,f,T_foil,3,,1306,dte,1 (1893).jpg,0.0-14.0-10.0-0.20,1,False,True,0,False,False,False,False,True,True,False,10,10,0,,0,,,1,,,,0,,,,,images/1 (1893).jpg,Fnn+1,Fnn,,0,0,0,,dte,,,initialTest_response,21,21,0,0,24363,0.41,755,image-keyboard-response,0,1,1,"tested only, in next trial",,,,885
dte,LhM0tiHiTF4y4cnFKmFO,,0,,True,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (1337).jpg,0.0-8.0-10.0-0.15,1,True,True,0,False,True,True,False,True,True,True,4,4,5,,0,,,1,,,,0,,,,,images/1 (1337).jpg,Dn+1,Dn,,4,4,0,,dte,,,initialTest_response,16,16,16,461,16882,0.28,294,image-keyboard-response,1,1,1,"current target, in next trial",,,,885
dte,LkOvS3Np7K73yfrfwcao,,0,,False,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (892).jpg,0.0-10.0-10.0-0.15,1,True,True,0,False,True,True,False,True,True,False,6,6,False,,0,,,1,,,,0,,,,,images/1 (892).jpg,B,B,,30,30,0,,dte,,,initialTest_response,16,16,0,51,19289,0.32,446,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,Ln5wlcXLuMeLKK0IVi12,,0,,,,,2,r,False,,,,j,T_foil,3,,1306,dte,1 (1618).jpg,0.0-22.0-1.0-0.37,1,True,,0,True,,False,False,,True,False,,2,False,7,2,,,,,,,0,,,,,images/1 (1618).jpg,,Fn,,,0,0,,dte,,,finalTest,,20,0,338,28670,0.48,1103,image-keyboard-response,,,,"tested only, not in next trial",,,,885
dte,LnRF4v1KI6f0NvLm2JPk,,0,,True,,,2,r,False,False,,,f,T_foil,3,,1306,dte,1 (207).jpg,0.0-5.0-10.0-0.29,1,True,True,0,False,False,False,False,True,True,True,1,1,2,1,0,,,1,,,,0,,,,,images/1 (207).jpg,Fnn+1,Fnn,,0,0,0,,dte,,,initialTest_response,30,30,17,8,13597,0.23,80,image-keyboard-response,0,1,1,"tested only, in next trial",,,,1395
dte,LrppKuP0SAcV6T3hrTqc,,,,,,,2,r,,,,,,,3,,1306,dte,,0.0-9.0-0.0-0.0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,"
    <p style='text-align: justify;color: black;background: white;font: caption-;''>
        Press the 'enter' key to see the next list of pictures. </p>
    ",,,,,,,,dte,,,,,,,,17217,0.29,309,html-keyboard-response,,,,,,,,885
dte,LvCrjgE7s73nxuOQxGnw,,,,True,,,2,r,,,,,,T_target,3,,1306,dte,1 (1582).jpg,0.0-5.0-2.0-0.14,1,False,True,0,,True,True,False,True,True,True,1,1,2,,0,,,1,,,,,,,,,images/1 (1582).jpg,Dn+1,Dn,,15,15,0,,dte,,,initial_study,7,7,9,0,12442,0.21,21,image-keyboard-response,1,1,1,"current target, in next trial",,,,1395
dte,Lz2LRXadevsZWfdiy8OT,,0,,False,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (1324).jpg,0.0-5.0-10.0-0.10,1,True,True,0,False,True,True,False,True,True,False,1,1,False,,0,,,1,,,,0,,,,,images/1 (1324).jpg,B,B,,30,30,0,,dte,,,initialTest_response,11,11,0,474,13196,0.22,61,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1395
dte,M17jT1gqMy9nYqWzAM0V,,,,False,,,2,r,,,,,,T_target,3,,1306,dte,1 (124).jpg,0.0-13.0-2.0-0.17,1,True,True,0,,True,True,False,True,True,False,9,9,0,3,0,,,1,,,,,,,,,images/1 (124).jpg,B,B,,18,18,0,,dte,,,initial_study,6,6,0,153,22384,0.37,632,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,MBWPKhwbPsP4fJFawWLd,,,,,,,2,r,,,,,,,3,,1306,dte,,0.0-8.0-7.0-0.0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,<p background:white>INCORRECT!</p>,,,,,,,,dte,,,promptfeedback,,,,,16504,0.28,276,html-keyboard-response,,,,,,,,885
dte,MGK7gejFmJwSGI6xgili,,,,False,,,2,r,,,,,,T_target,3,,1306,dte,1 (2023).jpg,0.0-10.0-2.0-0.20,1,True,True,0,,True,True,False,True,True,False,6,6,0,10,0,,,1,,,,,,,,,images/1 (2023).jpg,B,B,,21,21,0,,dte,,,initial_study,7,7,0,454,18670,0.31,407,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,MGxjTLyDNBmdtUFL8C8e,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (2375).jpg,0.0-16.0-1.0-0.32,1,True,,0,False,,False,False,,False,False,,0,0,1,9,,,1,,,,0,,,,,images/1 (2375).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,33,24987,0.42,798,image-keyboard-response,,,,final Foil,,,,885
dte,MPmwbIXIfzhGozCDA72E,,0,,True,,,2,r,False,,False,,f,T_foil,3,,1306,dte,1 (208).jpg,0.0-12.0-10.0-0.17,1,True,False,0,False,False,True,False,True,False,True,8,7,8,,0,,,2,,,,0,,,,,images/1 (208).jpg,Cn,Cn,,0,9,0,,dte,,,initialTest_response,18,0,18,341,21890,0.37,600,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,885
dte,MTUF3k4bFLtREUlT4zXn,,0,,,,,2,r,False,,,,j,T_target,3,,1306,dte,1 (1339).jpg,0.0-17.0-1.0-0.46,1,True,,0,True,,True,False,,True,False,,8,0,2,0,,,,,,,0,,,,,images/1 (1339).jpg,,B,,,20,0,,dte,,,finalTest,,11,0,107,25890,0.43,872,image-keyboard-response,,,,"current target, not in next trial",,,,885
dte,MUZInweqws6u2XmRhVJ4,,,,,,,2,r,,,,,,,3,,1306,dte,,0.0-14.0-5.0-0.7,1,,,0,,,,,,,,10,,,,,,,,,8,,,,,,,4,,,4,,,,,dte,,50,digitPresentation,,,,,23856,0.40,730,html-keyboard-response,,,,,,,,885
dte,MYEmX6gKWYmatpqQAa7g,,0,,True,,,2,r,False,False,False,,f,T_foil,3,,1306,dte,1 (178).jpg,0.0-10.0-10.0-0.11,1,False,False,0,False,False,False,False,True,False,True,6,5,6,,0,,,2,,,,0,,,,,images/1 (178).jpg,Fnn,Fnn,,0,0,0,,dte,,,initialTest_response,12,0,12,0,19201,0.32,442,image-keyboard-response,0,1,1,"tested only, in next trial, from last trial",,,,885
dte,MbsOMhaRsfAd8TnKSu82,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (1039).jpg,0.0-22.0-1.0-0.14,1,True,,0,False,,False,False,,False,False,,0,0,7,10,,,1,,,,0,,,,,images/1 (1039).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,315,28401,0.47,1080,image-keyboard-response,,,,final Foil,,,,885
dte,MeXg3ZdDyhuGQjD4xlcG,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (87).jpg,0.0-19.0-1.0-0.25,1,True,,0,False,,False,False,,False,False,,0,0,4,7,,,1,,,,0,,,,,images/1 (87).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,182,26783,0.45,947,image-keyboard-response,,,,final Foil,,,,885
dte,MeuVa3msLqMSy3gVWx5I,,,,True,,,2,r,,,,,,T_target,3,,1306,dte,1 (2334).jpg,0.0-13.0-2.0-0.26,1,False,True,0,,True,True,False,True,True,True,9,9,10,,0,,,1,,,,,,,,,images/1 (2334).jpg,Dn+1,Dn,,27,27,0,,dte,,,initial_study,2,2,26,0,22486,0.38,641,image-keyboard-response,1,1,1,"current target, in next trial",,,,885
dte,Mh44HehkFgoHUhbJbfRv,,,,False,,,2,r,,,,,,T_nontarget,3,,1306,dte,1 (664).jpg,0.0-8.0-2.0-0.6,1,True,True,0,,True,True,False,False,False,False,4,4,0,8,0,,,1,,,,,,,,,images/1 (664).jpg,A,A,,7,7,0,,dte,,,initial_study,0,0,0,359,16092,0.27,241,image-keyboard-response,1,0,0,"studied only, not in trial",,,,885
dte,MjWmOAC4ciat8p56I8Ki,,0,,True,,,2,r,False,False,,,f,T_foil,3,,1306,dte,1 (2316).jpg,0.0-9.0-10.0-0.22,1,True,True,0,False,False,False,False,True,True,True,5,5,6,10,0,,,1,,,,0,,,,,images/1 (2316).jpg,Fnn+1,Fnn,,0,0,0,,dte,,,initialTest_response,23,23,22,469,18231,0.30,377,image-keyboard-response,0,1,1,"tested only, in next trial",,,,885
dte,MuDsytNlseZ6rWuwC2zQ,,0,,,,,2,r,False,,,,j,T_target,3,,1306,dte,1 (637).jpg,0.0-21.0-1.0-0.35,1,True,,0,True,,True,False,,True,False,,8,0,6,0,,,,,,,0,,,,,images/1 (637).jpg,,B,,,2,0,,dte,,,finalTest,,29,0,288,28054,0.47,1053,image-keyboard-response,,,,"current target, not in next trial",,,,885
dte,N8gWMaxhQzqpOxGFWTA8,,0,,,,,2,r,False,,,,j,T_target,3,,1306,dte,1 (1704).jpg,0.0-22.0-1.0-0.2,1,True,,0,True,,True,False,,True,False,,5,0,7,0,,,,,,,0,,,,,images/1 (1704).jpg,,B,,,26,0,,dte,,,finalTest,,7,0,303,28247,0.47,1068,image-keyboard-response,,,,"current target, not in next trial",,,,885
dte,N95boWVAkFRYSv5b3eQI,,,,False,,,2,r,,,,,,T_target,3,,1306,dte,1 (1351).jpg,0.0-7.0-2.0-0.25,1,False,True,0,,True,True,False,True,True,False,3,3,0,,0,,,1,,,,,,,,,images/1 (1351).jpg,B,B,,26,26,0,,dte,,,initial_study,1,1,0,0,15118,0.25,184,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,N9loaA5xuw1L0JyoO4N9,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (1380).jpg,0.0-20.0-1.0-0.32,1,True,,0,False,,False,False,,False,False,,0,0,5,8,,,1,,,,0,,,,,images/1 (1380).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,237,27447,0.46,1002,image-keyboard-response,,,,final Foil,,,,885
dte,NAJEwUEgg5jvQkQtwknJ,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (154).jpg,0.0-21.0-1.0-0.32,1,True,,0,False,,False,False,,False,False,,0,0,6,0,,,1,,,,0,,,,,images/1 (154).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,285,28020,0.47,1050,image-keyboard-response,,,,final Foil,,,,885
dte,NBGt7dvmNaQXQ1ePA69O,,0,,False,,,2,r,False,False,,,f,T_foil,3,,1306,dte,1 (988).jpg,0.0-10.0-10.0-0.20,1,True,True,0,False,False,False,False,True,True,False,6,6,False,6,0,,,1,,,,0,,,,,images/1 (988).jpg,Fn+1,Fn,,0,0,0,,dte,,,initialTest_response,21,21,0,264,19407,0.32,451,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,885
dte,NC59xMIT7wMYrsXwuQsG,,0,,,,,2,r,False,,,,j,T_nontarget,3,,1306,dte,1 (2268).jpg,0.0-16.0-1.0-0.51,1,True,,0,True,,True,False,,False,False,,7,0,1,0,,,,,,,0,,,,,images/1 (2268).jpg,,A,,,3,0,,dte,,,finalTest,,0,0,52,25221,0.42,817,image-keyboard-response,,,,"studied only, not in trial",,,,885
dte,NCqW9bEjXcgpmwiWZRxv,,0,,False,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (82).jpg,0.0-12.0-10.0-0.27,1,False,True,0,False,True,True,False,True,True,False,8,8,False,,0,,,1,,,,0,,,,,images/1 (82).jpg,B,B,,11,11,0,,dte,,,initialTest_response,28,28,0,0,22102,0.37,610,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,NDeMhnCdBX8JT5lepPIT,,,,,,,2,r,,,,,,,3,,1306,dte,,0.0-7.0-4.0-0.0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:60px;"">+</div>",,,,,,,,dte,,,fixation,,,,,15193,0.25,190,html-keyboard-response,,,,,,,,885
dte,NI87YwsgpsTZWKWLO75D,,0,,False,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (1254).jpg,0.0-8.0-10.0-0.13,1,False,True,0,False,True,True,False,True,True,False,4,4,False,,0,,,1,,,,0,,,,,images/1 (1254).jpg,B,B,,15,15,0,,dte,,,initialTest_response,14,14,0,0,16839,0.28,292,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,NKJZzlTlNSmbOdaR9KAK,,,,,,,2,r,,,,,,,3,,1306,dte,,0.0-5.0-1.0-0.0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:60px;"">+</div>",,,,,,,,dte,,,fixation,,,,,12191,0.20,6,html-keyboard-response,,,,,,,,1395
dte,NRr3jTOBl1uv04ihB68u,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (1216).jpg,0.0-17.0-1.0-0.21,1,True,,0,False,,False,False,,False,False,,0,0,2,2,,,1,,,,0,,,,,images/1 (1216).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,82,25588,0.43,847,image-keyboard-response,,,,final Foil,,,,885
dte,NTcz01493psNg8y50v0I,,,,,,,2,r,,,,,,,3,,1306,dte,,0.0-14.0-3.0-0.0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,Summing up the digits as they appear,,,,,,,,dte,,,prompt,,,,,23758,0.40,721,html-keyboard-response,,,,,,,,885
dte,NTqKk7fgpWxIax4pGVAf,,,,False,,,2,r,,,,,,T_nontarget,3,,1306,dte,1 (756).jpg,0.0-8.0-2.0-0.16,1,False,True,0,,True,True,False,False,False,False,4,4,0,,0,,,1,,,,,,,,,images/1 (756).jpg,A,A,,17,17,0,,dte,,,initial_study,0,0,0,0,16210,0.27,251,image-keyboard-response,1,0,0,"studied only, not in trial",,,,885
dte,NUHZ3lSML4Hd15CdpOvQ,,,,,,,2,r,,,,,,,3,,1306,dte,,0.0-5.0-5.0-0.7,1,,,0,,,,,,,,1,,,,,,,,,8,,,,,,,8,,,8,,,,,dte,,59,digitPresentation,,,,,12873,0.22,46,html-keyboard-response,,,,,,,,1395
dte,NYdxNUj5NlCRxZ8eDIg2,,0,,False,,,2,r,False,False,,,j,T_target,3,,1306,dte,1 (722).jpg,0.0-10.0-10.0-0.7,1,False,True,0,False,True,True,False,True,True,False,6,6,False,,0,,,1,,,,0,,,,,images/1 (722).jpg,B,B,,3,3,0,,dte,,,initialTest_response,8,8,0,0,19114,0.32,438,image-keyboard-response,1,1,0,"current target, not in next trial",,,,885
dte,NitL4LXWfYg65K5rdAdM,,0,,,,,2,r,False,,,,j,T_target,3,,1306,dte,1 (104).jpg,0.0-25.0-1.0-0.18,1,True,,0,True,,True,False,,True,False,,9,0,10,0,,,,,,,0,,,,,images/1 (104).jpg,,B,,,16,0,,dte,,,finalTest,,12,0,463,30209,0.50,1228,image-keyboard-response,,,,"current target, not in next trial",,,,885
dte,NjQqXruT0m3P7zCNUkC9,,,,False,,,2,r,,,,,,T_nontarget,3,,1306,dte,1 (1077).jpg,0.0-12.0-2.0-0.27,1,True,True,0,,True,True,False,False,False,False,8,8,0,2,0,,,1,,,,,,,,,images/1 (1077).jpg,A,A,,28,28,0,,dte,,,initial_study,0,0,0,91,21175,0.35,566,image-keyboard-response,1,0,0,"studied only, not in trial",,,,885
dte,Nmh2bDNptN1nwzcTByfx,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (715).jpg,0.0-20.0-1.0-0.23,1,True,,0,False,,False,False,,False,False,,0,0,5,7,,,1,,,,0,,,,,images/1 (715).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,228,27330,0.46,993,image-keyboard-response,,,,final Foil,,,,885
dte,NodoT3eWhGMxUkm04NxY,,,,True,,,2,r,,,,,,T_target,3,,1306,dte,1 (216).jpg,0.0-7.0-2.0-0.4,1,True,True,0,,True,True,False,True,True,True,3,3,4,10,0,,,1,,,,,,,,,images/1 (216).jpg,Dn+1,Dn,,5,5,0,,dte,,,initial_study,20,20,9,473,14866,0.25,163,image-keyboard-response,1,1,1,"current target, in next trial",,,,885
dte,Nwef6gUQcCEYyZ7lc8iq,,,,,,,2,r,,,,,,,3,,1306,dte,,0.0-11.0-5.0-0.6,1,,,0,,,,,,,,7,,,,,,,,,7,,,,,,,5,,,5,,,,,dte,,37,digitPresentation,,,,,20099,0.34,501,html-keyboard-response,,,,,,,,885
dte,NzjSbXDMVREPGT4McPRA,,0,,,,,2,r,False,,,,j,T_foil,3,,1306,dte,1 (789).jpg,0.0-24.0-1.0-0.40,1,True,,0,True,,False,False,,True,False,,4,False,9,4,,,,,,,0,,,,,images/1 (789).jpg,,Fn,,,0,0,,dte,,,finalTest,,24,0,437,29894,0.50,1202,image-keyboard-response,,,,"tested only, not in next trial",,,,885
dte,O3ek4aHN1jKBEEySlrMZ,,0,,,,,2,r,False,,,,f,F,3,,1306,dte,1 (2122).jpg,0.0-18.0-1.0-0.42,1,True,,0,False,,False,False,,False,False,,0,0,3,0,,,1,,,,0,,,,,images/1 (2122).jpg,,FF,,,0,0,,dte,,,finalTest,,0,0,151,26423,0.44,916,image-keyboard-response,,,,final Foil,,,,885
dte,O3y75lFcJb21gC6JmENt,,,,,chrome,135.0.0,2,r,,,,,,,3,True,1306,dte,,0.0-2.0,0,,,0,,,,,,,,,,,,,False,False,,Linux,,,,,,,,,,,,,,,,dte,,,,,,,,7897,0.13,2,browser-check,,,,,61.53,True,False,885
