HaveSeenImages,accumulated_accuracy,all_accumulated_accuracy,anRepeatedItem,browser,browser_version,codeversion,condition,correct,correct_appear1,correct_appear2,correct_response,correct_response_key,current_assignmentTypesWithinList,designversion,failed_audio,failed_images,failed_video,fullscreen,height,id,id_picName,internal_node_id,is_changedfullscreen,is_chosenFinal,is_currentObjAppear1,is_finished,is_old,is_studied_appear0_initial,is_studied_appear1_initial,is_studied_appear2_initial,is_tested_appear0_initial,is_tested_appear1_initial,is_tested_appear2_initial,listNum_appear0_initial,listNum_appear1_initial,listNum_appear2_initial,listNum_infinalOrder,listNum_pickedFrom,microphone,mobile,num_CurrObjAppear,os,presPos_digit,question_order,recognition_correct,response,responsesum,rt,session_id,stimulus,stimulusConditionName_nPlusOneTrial,stimulusConditions,stimulus_id,studyPos_appear0_initial,studyPos_appear1_initial,studyPos_appear2_initial,study_id,subject_id,success,sum_currList,task,testPos_appear0_initial,testPos_appear1_initial,testPos_appear2_initial,testPos_final,time_elapsed,timeout,timepassed_mins,trial_document_id,trial_index,trial_type,type_code_studiedCurr,type_code_testiedCurr,type_code_testiedNext,type_comment,vsync_rate,webaudio,webcam,width
,0.5172413793103449,,False,,,2,r,False,False,,,j,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (1287).jpg,0.0-12.0-10.0-0.28,1,False,True,0,False,True,True,False,True,True,False,8,8,False,,0,,,1,,,,0,f,,2227,6814b089a257acc993135de7,images/1 (1287).jpg,B,B,,18,18,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,29,29,0,0,1917270,,32.00,Gd266kJsVALkg6ylItVG,611,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
,,,,,,2,r,,,,,,,3,,,,,641,67dc712c511053c8d90e2c29,,0.0-7.0-5.0-0.4,1,,,0,,,,,,,,3,,,,,,,,,5,,,,,,6814b089a257acc993135de7,7,,,7,,,,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,52,digitPresentation,,,,,1080125,,18.05,GiEftwmJFNS8hnWVI9G4,195,html-keyboard-response,,,,,,,,1366
,0.6320754716981137,,,,,2,r,False,,,,f,F,3,,,,,641,67dc712c511053c8d90e2c29,1 (771).jpg,0.0-20.0-1.0-0.7,1,True,,0,False,,False,False,,False,False,,0,0,5,5,,,1,,,,0,j,,849,6814b089a257acc993135de7,images/1 (771).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,212,2531491,,42.23,GjnCvyHGiqlSsI7a8VEq,977,image-keyboard-response,,,,final Foil,,,,1366
,,,False,,,2,r,,,,,,T_nontarget,3,,,,,641,67dc712c511053c8d90e2c29,1 (1333).jpg,0.0-7.0-2.0-0.26,1,False,True,0,,True,True,False,False,False,False,3,3,0,,0,,,1,,,,,,,,6814b089a257acc993135de7,images/1 (1333).jpg,A,A,,27,27,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initial_study,0,0,0,0,1056461,,17.65,GkNztQQmO0FfHDy9gZHZ,185,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1366
,0.6115702479338848,,,,,2,r,True,,,,f,F,3,,,,,641,67dc712c511053c8d90e2c29,1 (2323).jpg,0.0-25.0-1.0-0.39,1,True,,0,False,,False,False,,False,False,,0,0,10,8,,,1,,,,1,f,,875,6814b089a257acc993135de7,images/1 (2323).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,484,2796299,,46.65,GkXmnZUJSVeXOUeKxF9g,1249,image-keyboard-response,,,,final Foil,,,,1366
,,,True,,,2,r,,,,,,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (1941).jpg,0.0-7.0-2.0-0.12,1,False,True,0,,True,True,False,True,True,True,3,3,4,,0,,,1,,,,,,,,6814b089a257acc993135de7,images/1 (1941).jpg,Dn+1,Dn,,13,13,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initial_study,9,9,24,0,1026801,,17.16,Go43O5ZauAANot3QPdqq,171,image-keyboard-response,1,1,1,"current target, in next trial",,,,1366
,,,False,,,2,r,,,,,,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (588).jpg,0.0-7.0-2.0-0.6,1,False,True,0,,True,True,False,True,True,False,3,3,0,,0,,,1,,,,,,,,6814b089a257acc993135de7,images/1 (588).jpg,B,B,,7,7,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initial_study,15,15,0,0,1014109,,16.94,GpcfVXBD2m0zWgsa5xWK,165,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
,0.25,,False,,,2,r,True,True,,,f,T_foil,3,,,,,641,67dc712c511053c8d90e2c29,1 (1448).jpg,0.0-5.0-10.0-0.3,1,False,True,0,False,False,False,False,True,True,False,1,1,False,,0,,,1,,,,1,f,,1562,6814b089a257acc993135de7,images/1 (1448).jpg,Fn+1,Fn,,0,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,4,4,0,0,687674,,11.50,GqzkfiPlYcW6ilq5p1k0,54,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,1366
,0.6408045977011497,,,,,2,r,True,,,,f,F,3,,,,,641,67dc712c511053c8d90e2c29,1 (520).jpg,0.0-22.0-1.0-0.47,1,True,,0,False,,False,False,,False,False,,0,0,7,0,,,1,,,,1,f,,860,6814b089a257acc993135de7,images/1 (520).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,348,2670627,,44.55,Gs2wrmt2rKVpqi2wZVBz,1113,image-keyboard-response,,,,final Foil,,,,1366
,,,False,,,2,r,,,,,,T_nontarget,3,,,,,641,67dc712c511053c8d90e2c29,1 (608).jpg,0.0-9.0-2.0-0.7,1,False,True,0,,True,True,False,False,False,False,5,5,0,,0,,,1,,,,,,,,6814b089a257acc993135de7,images/1 (608).jpg,A,A,,8,8,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initial_study,0,0,0,0,1323521,,22.10,Gs91RiU7JJ4xgE55Gtk6,318,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1366
,0.4,,True,,,2,r,False,False,,,f,T_foil,3,,,,,641,67dc712c511053c8d90e2c29,1 (1775).jpg,0.0-10.0-10.0-0.19,1,True,True,0,False,False,False,False,True,True,True,6,6,7,10,0,,,1,,,,0,j,,1757,6814b089a257acc993135de7,images/1 (1775).jpg,Fnn+1,Fnn,,0,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,20,20,24,470,1599068,,26.69,GvgGhEC2OytDvHf9DmJQ,450,image-keyboard-response,0,1,1,"tested only, in next trial",,,,1366
,0.5869565217391305,,,,,2,r,False,,,,f,F,3,,,,,641,67dc712c511053c8d90e2c29,1 (1345).jpg,0.0-16.0-1.0-0.45,1,True,,0,False,,False,False,,False,False,,0,0,1,9,,,1,,,,0,j,,1434,6814b089a257acc993135de7,images/1 (1345).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,46,2333241,,38.93,GvnfmHtsrALEOHX4UC7u,811,image-keyboard-response,,,,final Foil,,,,1366
,,,,,,2,r,,,,,,,3,,,,,768,67dc712c511053c8d90e2c29,,0.0-5.0-1.0-0.0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,6814b089a257acc993135de7,"<div style=""font-size:60px;"">+</div>",,,,,,,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,fixation,,,,,447201,,7.50,GwDhnNlhmglLDpEB9wsG,6,html-keyboard-response,,,,,,,,1366
,,,True,,,2,r,,,,,,T_nontarget,3,,,,,641,67dc712c511053c8d90e2c29,1 (665).jpg,0.0-11.0-2.0-0.5,1,True,True,0,,True,True,False,False,False,True,7,7,8,2,0,,,1,,,,,,,,6814b089a257acc993135de7,images/1 (665).jpg,Cn+1,Cn,,6,6,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initial_study,0,0,30,67,1626848,,27.16,GwzAwe0sZhxgLVljkUFU,468,image-keyboard-response,1,0,1,"studied only, in next trial",,,,1366
,0.6153846153846159,,,,,2,r,False,,,,j,T_nontarget,3,,,,,641,67dc712c511053c8d90e2c29,1 (61).jpg,0.0-21.0-1.0-0.7,1,True,,0,True,,True,False,,False,False,,6,0,6,0,,,,,,,0,f,,1028,6814b089a257acc993135de7,images/1 (61).jpg,,A,,,29,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,260,2583780,,43.11,GyuSkhFnY47mGdwQ9S17,1025,image-keyboard-response,,,,"studied only, not in trial",,,,1366
,0.5,,True,,,2,r,True,True,,,j,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (1062).jpg,0.0-5.0-10.0-0.23,1,True,True,0,False,True,True,False,True,True,True,1,1,2,,0,,,1,,,,1,j,,1502,6814b089a257acc993135de7,images/1 (1062).jpg,Dn+1,Dn,,9,9,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,24,24,21,388,733026,,12.26,H0HbNk4zcjJ8qIn8kV1j,74,image-keyboard-response,1,1,1,"current target, in next trial",,,,1366
,0.631067961165049,,,,,2,r,True,,,,f,F,3,,,,,641,67dc712c511053c8d90e2c29,1 (1350).jpg,0.0-20.0-1.0-0.1,1,True,,0,False,,False,False,,False,False,,0,0,5,4,,,1,,,,1,f,,757,6814b089a257acc993135de7,images/1 (1350).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,206,2523914,,42.11,H0MKy104pzy6K8G3fRVX,971,image-keyboard-response,,,,final Foil,,,,1366
,0.631840796019901,,,,,2,r,False,,,,f,F,3,,,,,641,67dc712c511053c8d90e2c29,1 (1379).jpg,0.0-19.0-1.0-0.44,1,True,,0,False,,False,False,,False,False,,0,0,4,9,,,1,,,,0,j,,919,6814b089a257acc993135de7,images/1 (1379).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,201,2519425,,42.03,H0O3lsQlXKegK2jFjjc0,966,image-keyboard-response,,,,final Foil,,,,1366
,0.5,,True,,,2,r,True,True,,,j,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (2197).jpg,0.0-8.0-10.0-0.9,1,False,True,0,False,True,True,False,True,True,True,4,4,5,,0,,,1,,,,1,j,,3052,6814b089a257acc993135de7,images/1 (2197).jpg,Dn+1,Dn,,18,18,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,10,10,14,0,1271212,,21.23,H0ySxrCKYM2vBzRRTTmE,288,image-keyboard-response,1,1,1,"current target, in next trial",,,,1366
,,,False,,,2,r,,,,,,T_nontarget,3,,,,,641,67dc712c511053c8d90e2c29,1 (264).jpg,0.0-7.0-2.0-0.19,1,True,True,0,,True,True,False,False,False,False,3,3,0,8,0,,,1,,,,,,,,6814b089a257acc993135de7,images/1 (264).jpg,A,A,,20,20,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initial_study,0,0,0,362,1041633,,17.40,H2VSdfRjezs8zfS0xeMz,178,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1366
,,,False,,,2,r,,,,,,T_nontarget,3,,,,,641,67dc712c511053c8d90e2c29,1 (449).jpg,0.0-14.0-2.0-0.14,1,True,True,0,,True,True,False,False,False,False,10,10,0,9,0,,,1,,,,,,,,6814b089a257acc993135de7,images/1 (449).jpg,A,A,,15,15,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initial_study,0,0,0,406,2098457,,35.02,H4EuXmRxuMLzB10pUvZT,705,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1366
,,,False,,,2,r,,,,,,T_nontarget,3,,,,,641,67dc712c511053c8d90e2c29,1 (1385).jpg,0.0-13.0-2.0-0.22,1,True,True,0,,True,True,False,False,False,False,9,9,0,6,0,,,1,,,,,,,,6814b089a257acc993135de7,images/1 (1385).jpg,A,A,,23,23,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initial_study,0,0,0,263,1971419,,32.90,H4UaVCDw3GrEdmppuhZo,637,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1366
,0.6174496644295308,,,,,2,r,True,,,,f,F,3,,,,,641,67dc712c511053c8d90e2c29,1 (1214).jpg,0.0-25.0-1.0-0.2,1,True,,0,False,,False,False,,False,False,,0,0,10,0,,,1,,,,1,f,,646,6814b089a257acc993135de7,images/1 (1214).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,447,2761807,,46.07,HF13DmwoHBuK5OggItnw,1212,image-keyboard-response,,,,final Foil,,,,1366
,0.5,,False,,,2,r,True,True,,,j,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (2234).jpg,0.0-13.0-10.0-0.15,1,True,True,0,False,True,True,False,True,True,False,9,9,False,,0,,,1,,,,1,j,,659,6814b089a257acc993135de7,images/1 (2234).jpg,B,B,,26,26,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,16,16,0,78,2051476,,34.23,HIJNKSxGelIbA9bHLwR8,674,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
,0,,False,,,2,r,False,False,,,j,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (889).jpg,0.0-6.0-10.0-0.0,1,True,True,0,False,True,True,False,True,True,False,2,2,False,,0,,,1,,,,0,,,,6814b089a257acc993135de7,images/1 (889).jpg,B,B,,9,9,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,1,1,0,346,939944,,15.71,HIW1RLaDZ5xUFKzbX832,127,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
,0.6190476190476195,,,,,2,r,True,,,,f,F,3,,,,,641,67dc712c511053c8d90e2c29,1 (2010).jpg,0.0-21.0-1.0-0.41,1,True,,0,False,,False,False,,False,False,,0,0,6,6,,,1,,,,1,f,,1236,6814b089a257acc993135de7,images/1 (2010).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,294,2616893,,43.66,HJjy3ewrfGGHGn9ezmqO,1059,image-keyboard-response,,,,final Foil,,,,1366
,,,,,,2,r,,,,,,,3,,,,,768,67dc712c511053c8d90e2c29,,0.0-5.0-5.0-0.7,0,,,0,,,,,,,,1,,,,,,,,,8,,,,,,6814b089a257acc993135de7,4,,,4,,,,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,54,digitPresentation,,,,,537029,,8.99,HQpUhNpf4uE8m7kGlpWs,46,html-keyboard-response,,,,,,,,1366
,,,False,,,2,r,,,,,,T_nontarget,3,,,,,641,67dc712c511053c8d90e2c29,1 (454).jpg,0.0-7.0-2.0-0.29,1,True,True,0,,True,True,False,False,False,False,3,3,0,10,0,,,1,,,,,,,,6814b089a257acc993135de7,images/1 (454).jpg,A,A,,30,30,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initial_study,0,0,0,471,1062809,,17.76,HZVDf4MunSDYIphSMKaV,188,image-keyboard-response,1,0,0,"studied only, not in trial",,,,1366
,0.6056338028169014,,,,,2,r,False,,,,f,F,3,,,,,641,67dc712c511053c8d90e2c29,1 (1334).jpg,0.0-17.0-1.0-0.10,1,True,,0,False,,False,False,,False,False,,0,0,2,4,,,1,,,,0,j,,1645,6814b089a257acc993135de7,images/1 (1334).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,71,2366679,,39.49,Hakoyv7D4UOLATmtLVgW,836,image-keyboard-response,,,,final Foil,,,,1366
,0.6200000000000004,,,,,2,r,False,,,,f,F,3,,,,,641,67dc712c511053c8d90e2c29,1 (725).jpg,0.0-20.0-1.0-0.45,1,True,,0,False,,False,False,,False,False,,0,0,5,8,,,1,,,,0,j,,703,6814b089a257acc993135de7,images/1 (725).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,250,2574070,,42.94,HcEvSrKSwCp3hhRKIfXp,1015,image-keyboard-response,,,,final Foil,,,,1366
,0.3333333333333333,,False,,,2,r,False,False,,,f,T_foil,3,,,,,641,67dc712c511053c8d90e2c29,1 (705).jpg,0.0-12.0-10.0-0.2,1,True,True,0,False,False,False,False,True,True,False,8,8,False,4,0,,,1,,,,0,j,,1131,6814b089a257acc993135de7,images/1 (705).jpg,Fn+1,Fn,,0,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,3,3,0,172,1877740,,31.34,HetKbBnJBP9o2BmVnESn,585,image-keyboard-response,0,1,0,"tested only, not in next trial",,,,1366
,0.6164079822616413,,,,,2,r,True,,,,f,F,3,,,,,641,67dc712c511053c8d90e2c29,1 (784).jpg,0.0-25.0-1.0-0.6,1,True,,0,False,,False,False,,False,False,,0,0,10,9,,,1,,,,1,f,,786,6814b089a257acc993135de7,images/1 (784).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,451,2765643,,46.14,HfnRq68tUFnujz98GS3M,1216,image-keyboard-response,,,,final Foil,,,,1366
,0.4,,False,,,2,r,False,False,,,j,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (793).jpg,0.0-10.0-10.0-0.14,1,False,True,0,False,True,True,False,True,True,False,6,6,False,,0,,,1,,,,0,f,,1155,6814b089a257acc993135de7,images/1 (793).jpg,B,B,,18,18,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,15,15,0,0,1591695,,26.57,HggfnUaS4tI6BUXdmMEJ,445,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
,0.5,,False,,,2,r,True,True,,,j,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (1827).jpg,0.0-14.0-10.0-0.15,1,True,True,0,False,True,True,False,True,True,False,10,10,0,,0,,,1,,,,1,j,,958,6814b089a257acc993135de7,images/1 (1827).jpg,B,B,,3,3,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,16,16,0,136,2184855,,36.46,HnlVaSXJK79dCmzBBvfZ,750,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
,0.6384839650145776,,,,,2,r,True,,,,j,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (412).jpg,0.0-22.0-1.0-0.42,1,True,,0,True,,True,False,,True,False,,9,0,7,0,,,,,,,1,j,,869,6814b089a257acc993135de7,images/1 (412).jpg,,B,,,21,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,24,0,343,2666501,,44.48,HqtZlLSPCWQFJwgXOrDv,1108,image-keyboard-response,,,,"current target, not in next trial",,,,1366
,,,False,,,2,r,,,,,,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (2159).jpg,0.0-6.0-2.0-0.5,1,True,True,0,,True,True,False,True,True,False,2,2,0,7,0,,,1,,,,,,,,6814b089a257acc993135de7,images/1 (2159).jpg,B,B,,6,6,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initial_study,4,4,0,315,786715,,13.15,Htz6kbtwLVbxIQps0KrE,88,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
,0.6551724137931036,,,,,2,r,True,,,,j,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (296).jpg,0.0-18.0-1.0-0.7,1,True,,0,True,,True,False,,True,False,,4,0,3,0,,,,,,,1,j,,682,6814b089a257acc993135de7,images/1 (296).jpg,,B,,,5,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,19,0,116,2421359,,40.40,Hu32SWubKYKZ97PI9gRb,881,image-keyboard-response,,,,"current target, not in next trial",,,,1366
,0.39285714285714285,,False,,,2,r,False,False,,,j,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (35).jpg,0.0-11.0-10.0-0.27,1,True,True,0,False,True,True,False,True,True,False,7,7,False,,0,,,1,,,,0,f,,1415,6814b089a257acc993135de7,images/1 (35).jpg,B,B,,23,23,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,28,28,0,218,1760516,,29.38,I058CTinLrQOqCLbcHKe,534,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
,,,False,,,2,r,,,,,,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (1954).jpg,0.0-7.0-2.0-0.3,1,True,True,0,,True,True,False,True,True,False,3,3,0,3,0,,,1,,,,,,,,6814b089a257acc993135de7,images/1 (1954).jpg,B,B,,4,4,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initial_study,6,6,0,141,1007769,,16.84,I1Xs8uOAvB0O7faXmfv2,162,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
,0.6150712830957235,,,,,2,r,True,,,,f,F,3,,,,,641,67dc712c511053c8d90e2c29,1 (1240).jpg,0.0-25.0-1.0-0.46,1,True,,0,False,,False,False,,False,False,,0,0,10,9,,,1,,,,1,f,,443,6814b089a257acc993135de7,images/1 (1240).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,491,2803222,,46.76,I2KsSUcQl2ArGsmsx9Jf,1256,image-keyboard-response,,,,final Foil,,,,1366
,0.642105263157895,,,,,2,r,False,,,,f,F,3,,,,,641,67dc712c511053c8d90e2c29,1 (218).jpg,0.0-17.0-1.0-0.34,1,True,,0,False,,False,False,,False,False,,0,0,2,4,,,1,,,,0,j,,738,6814b089a257acc993135de7,images/1 (218).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,95,2397429,,40.00,I4419tAQBxYWPMNzM3US,860,image-keyboard-response,,,,final Foil,,,,1366
,0.6527777777777781,,,,,2,r,False,,,,f,F,3,,,,,641,67dc712c511053c8d90e2c29,1 (1237).jpg,0.0-18.0-1.0-0.35,1,True,,0,False,,False,False,,False,False,,0,0,3,4,,,1,,,,0,j,,2099,6814b089a257acc993135de7,images/1 (1237).jpg,,FF,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,0,0,144,2454256,,40.95,I6hbNUnm8E3ljQKhaI5L,909,image-keyboard-response,,,,final Foil,,,,1366
,,,False,,,2,r,,,,,,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (1058).jpg,0.0-12.0-2.0-0.12,1,False,True,0,,True,True,False,True,True,False,8,8,0,,0,,,1,,,,,,,,6814b089a257acc993135de7,images/1 (1058).jpg,B,B,,13,13,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initial_study,14,14,0,0,1794436,,29.95,I6rbYR4YKdwT7eFe3B24,551,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
,,,True,,,2,r,,,,,,T_nontarget,3,,,,,641,67dc712c511053c8d90e2c29,1 (1392).jpg,0.0-13.0-2.0-0.28,1,False,True,0,,True,True,False,False,False,True,9,9,10,,0,,,1,,,,,,,,6814b089a257acc993135de7,images/1 (1392).jpg,Cn+1,Cn,,29,29,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initial_study,0,0,3,0,1984105,,33.11,I79R5a59mzmUPnpnS2Z1,643,image-keyboard-response,1,0,1,"studied only, in next trial",,,,1366
,,,,,,2,r,,,,,,,3,,,,,641,67dc712c511053c8d90e2c29,,0.0-6.0-5.0-0.1,1,,,0,,,,,,,,2,,,,,,,,,2,,,,,,6814b089a257acc993135de7,4,,,4,,,,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,51,digitPresentation,,,,,845751,,14.14,I8EtDefiFPc3KDrymVAO,116,html-keyboard-response,,,,,,,,1366
,0.6492537313432838,,,,,2,r,True,,,,j,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (487).jpg,0.0-18.0-1.0-0.25,1,True,,0,True,,True,False,,True,False,,10,0,3,0,,,,,,,1,j,,938,6814b089a257acc993135de7,images/1 (487).jpg,,B,,,28,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,9,0,134,2443280,,40.76,IBytdDThnf6TDdVE0sKj,899,image-keyboard-response,,,,"current target, not in next trial",,,,1366
,0.4117647058823529,,False,,,2,r,False,False,,,j,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (2353).jpg,0.0-6.0-10.0-0.16,1,True,True,0,False,True,True,False,True,True,False,2,2,False,,0,,,1,,,,0,f,,2851,6814b089a257acc993135de7,images/1 (2353).jpg,B,B,,17,17,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,17,17,0,325,971661,,16.24,IF18pYT1YarEuQCmWCsS,143,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
,0.6,,True,,,2,r,True,,True,,f,T_foil,3,,,,,641,67dc712c511053c8d90e2c29,1 (364).jpg,0.0-9.0-10.0-0.24,1,True,False,0,False,False,True,False,True,False,True,5,4,5,,0,,,2,,,,1,f,,1536,6814b089a257acc993135de7,images/1 (364).jpg,Cn,Cn,,0,28,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,25,0,25,464,1452532,,24.25,IMVIDjIuAeHXnZsfwBAf,379,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,1366
,0.75,,False,,,2,r,True,True,,,j,T_target,3,,,,,641,67dc712c511053c8d90e2c29,1 (1546).jpg,0.0-11.0-10.0-0.3,1,True,True,0,False,True,True,False,True,True,False,7,7,False,,0,,,1,,,,1,j,,2551,6814b089a257acc993135de7,images/1 (1546).jpg,B,B,,4,4,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,4,4,0,361,1722730,,28.76,IOghMpyFZk15LzHOD7ny,510,image-keyboard-response,1,1,0,"current target, not in next trial",,,,1366
,0.75,,True,,,2,r,True,,True,,f,T_foil,3,,,,,641,67dc712c511053c8d90e2c29,1 (1631).jpg,0.0-14.0-10.0-0.3,1,True,False,0,False,False,True,False,True,False,False,10,9,0,,0,,,2,,,,1,f,,889,6814b089a257acc993135de7,images/1 (1631).jpg,Cn,Cn,,0,1,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,initialTest_response,4,0,0,355,2171698,,36.24,IPulBd3o0b2Rswyq45Ty,738,image-keyboard-response,1,0,1,"studied only, in next trial, from last trial",,,,1366
,0.6521739130434784,,,,,2,r,True,False,False,,j,T_foil,3,,,,,641,67dc712c511053c8d90e2c29,1 (490).jpg,0.0-17.0-1.0-0.31,1,True,,0,True,,False,False,,True,True,,1,2,2,1,,,,,,,1,j,,652,6814b089a257acc993135de7,images/1 (490).jpg,,Fnn,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,5,14,92,2393912,,39.94,IPxtuPQdEZwodxbU6OXB,857,image-keyboard-response,,,,"tested only, in next trial",,,,1366
,0.6270627062706277,,,,,2,r,True,False,False,,j,T_foil,3,,,,,641,67dc712c511053c8d90e2c29,1 (860).jpg,0.0-22.0-1.0-0.2,1,True,,0,True,,False,False,,True,True,,8,9,7,8,,,,,,,1,j,,584,6814b089a257acc993135de7,images/1 (860).jpg,,Fnn,,,0,0,6814acf7a2b0960317ac048d,67dc712c511053c8d90e2c29,,,finalTest,,11,18,303,2626295,,43.81,IRqKnXXap7JVsJ3sdOgN,1068,image-keyboard-response,,,,"tested only, in next trial",,,,1366
